,Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,LTM
P/S,Сургутнефтегаз,,,,,,,,,,,,,,1.45,1.2,1.22,1.11,0.89,0.68,1.15,1.36,,0.65
P/BV,Сургутнефтегаз,,,,,,,,,,,,,,0.59,0.37,0.44,0.39,0.34,0.29,0.47,0.31,,0.19
EV/EBITDA,Сургутнефтегаз,,,,,,,,,,,,,,2.77,1.31,-3.24,-2.77,-3.91,-4.36,-2.74,-8.92,,-7.48
Долг/EBITDA,Сургутнефтегаз,,,,,,,,,,,,,,-1.79,-3.18,-8.18,-6.78,-7.49,-6.98,-7.25,-15.4,,-9.97
"Персонал, чел",Сургутнефтегаз,,,,,,,,,,,,111497.0,113700.0,114776.0,115507.0,118000.0,117000.0,116000.0,112800.0,112800.0,111866.0,,
"Производительность труда, млн руб/чел/год",Сургутнефтегаз,,,,,,,,,,,,0.0,0.0,7.3,7.71,10.8,10.4,11.8,16.6,16.1,10.6,,
"Расходы/чел/год, тыс.р",Сургутнефтегаз,,,,,,,,,,,,0.0,0.0,0.0,0.0,687.7,742.4,845.0,899.8,1008.0,1077.0,,
"R&D/CAPEX, %",Сургутнефтегаз,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0
"CAPEX/Выручка, %",Сургутнефтегаз,,,,,,,,,,,,,,0.0,0.0,0.0,0.15,0.12,0.08,0.09,0.14,,0.11
IR рейтинг,Сургутнефтегаз,,,,,,,,,,,,,,,,,,,,,,,1.6
Качество фин.отчетности,Сургутнефтегаз,,,,,,,,,,,,,,,,,,,,,,,1.0
Презентации для инвесторов,Сургутнефтегаз,,,,,,,,,,,,,,,,,,,,,,,1.0
Присутствие на смартлабе,Сургутнефтегаз,,,,,,,,,,,,,,,,,,,,,,,1.0
Годовой отчет,Сургутнефтегаз,,,,,,,,,,,,,,,,,,,,,,,5.0
Сайт для инвесторов,Сургутнефтегаз,,,,,,,,,,,,,,,,,,,,,,,1.0
Календарь инвесторов,Сургутнефтегаз,,,,,,,,,,,,,,,,,,,,,,,1.0
Обратная связь,Сургутнефтегаз,,,,,,,,,,,,,,,,,,,,,,,1.0
Дата отчета,Татнефть,,,,,,,,,,,,,,10.07.2018,10.07.2018,10.07.2018,30.03.2020,24.04.2018,29.03.2019,31.03.2020,31.03.2021,15.03.2022,29.08.2022
Валюта отчета,Татнефть,,,,,,,,,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB
"Добыча нефти, млн т",Татнефть,,,,,,,,,,,,,,26.4,26.5,27.2,28.7,28.9,29.5,29.8,26.0,27.8,7.24
"Переработка нефти, млн т",Татнефть,,,,,,,,,,,,,,,,9.4,9.53,8.69,8.92,10.3,12.0,12.9,
"Выручка, млрд руб",Татнефть,,,,,,,,,,,,,,455.0,476.4,552.7,580.1,681.2,910.5,932.3,795.8,1265.0,1487.0
"Операционная прибыль, млрд руб",Татнефть,,,,,,,,,,,,,,,106.5,130.5,144.1,162.6,263.4,254.3,138.1,256.8,390.9
"EBITDA, млрд руб",Татнефть,,,,,,,,,,,,,,123.7,127.7,155.6,165.6,185.3,294.0,290.8,179.9,293.2,151.8
"Чистая прибыль, млрд руб",Татнефть,,,,,,,,,,,,,,78.3,93.2,98.7,107.4,123.1,211.8,192.3,103.5,198.4,245.5
"Операционный денежный поток, млрд руб",Татнефть,,,,,,,,,,,,,,,136.5,140.5,141.4,190.3,245.7,248.8,200.4,267.5,353.2
"CAPEX, млрд руб",Татнефть,,,,,,,,,,,,,,,62.6,92.9,95.7,85.0,97.9,96.0,104.7,119.1,148.2
"FCF, млрд руб",Татнефть,,,,,,,,,,,,,,,73.9,47.6,45.7,105.3,147.8,152.8,95.7,148.4,205.1
"Див.выплата, млрд руб",Татнефть,,,,,,,,,,,11.7,16.5,20.0,19.2,24.6,26.0,55.1,92.9,197.5,150.0,51.7,99.2,129.6
"Дивиденд, руб/акцию",Татнефть,,,,,,,,,4.42,6.56,5.02,7.08,8.6,8.23,10.58,10.96,22.81,39.94,84.91,64.47,22.24,42.64,55.71
"Див доход, ао, %",Татнефть,,,,,,,,,,,0.034,0.044000000000000004,0.039,0.04,0.051,0.035,0.053,0.083,0.115,0.085,0.043,0.085,0.158
"Дивиденд ап, руб/акцию",Татнефть,,,,,,,,,4.42,6.56,5.02,7.08,8.6,8.23,10.58,10.96,22.81,39.94,84.91,65.47,22.24,42.64,55.71
"Див доход, ап, %",Татнефть,,,,,,,,,,,,,,0.068,0.079,0.055,0.09699999999999999,0.109,0.163,0.08900000000000001,0.047,0.09300000000000001,0.162
"Дивиденды/прибыль, %",Татнефть,,,,,,,,,,,,,,0.25,0.26,0.26,0.51,0.75,0.93,0.78,0.5,0.5,0.53
"Опер. расходы, млрд руб",Татнефть,,,,,,,,,,,,,,89.6,102.6,108.3,119.5,123.5,132.2,140.0,146.1,180.9,187.7
"Себестоимость, млрд руб",Татнефть,,,,,,,,,,,,,,,267.2,313.9,317.6,396.5,513.5,538.9,507.2,834.3,1001.0
"Расх на персонал, млрд руб",Татнефть,,,,,,,,,,,,,,,49.2,54.6,41.3,41.7,51.9,55.1,60.7,70.5,
"Процентные расходы, млрд руб",Татнефть,,,,,,,,,,,,,,,1.38,1.03,0.8,0.16,0.846,2.22,3.35,2.43,
"Активы, млрд руб",Татнефть,,,,,,,,,,,,,,,732.9,798.7,1095.0,1107.0,1201.0,1239.0,1264.0,1502.0,1635.0
"Чистые активы, млрд руб",Татнефть,,,,,,,,,,,,,,481.4,556.0,545.3,708.9,718.7,771.3,745.5,827.7,938.4,1035.0
"Долг, млрд руб",Татнефть,,,,,,,,,,,,,,49.3,28.7,18.2,54.1,46.8,15.0,41.2,34.6,32.2,22.2
"Наличность, млрд руб",Татнефть,,,,,,,,,,,,,,29.5,41.5,26.4,77.1,42.8,65.5,25.2,50.1,156.4,214.1
"Чистый долг, млрд руб",Татнефть,,,,,,,,,0.0,0.0,0.0,0.0,0.0,19.8,-12.8,-8.24,-23.0,4.02,-50.5,16.1,-15.5,-124.3,-191.9
"Цена акции ао, руб",Татнефть,,,,,,,,,,,148.7,160.7,218.0,207.6,207.6,317.0,427.0,478.8,737.9,759.7,514.2,499.6,352.5
"Число акций ао, млн",Татнефть,,,,,,,,,2179.0,2179.0,2179.0,2179.0,2179.0,2179.0,2179.0,2179.0,2179.0,2179.0,2179.0,2179.0,2179.0,2179.0,2179.0
"Цена акции ап, руб",Татнефть,,,,,,,,,,,,,,121.5,134.1,199.0,235.0,365.0,522.0,734.0,476.5,459.9,344.2
"Число акций ап, млн",Татнефть,,,,,,,,,147.5,147.5,147.5,147.5,147.5,147.5,147.5,147.5,147.5,147.5,147.5,147.5,147.5,147.5,147.5
"Free Float, %",Татнефть,,,,,,,,,,,,,,,,,0.32,0.32,0.32,0.32,0.32,,
"Капитализация, млрд руб",Татнефть,,,,,,,,,0.0,0.0,324.0,350.1,475.0,470.3,472.2,720.0,965.0,1097.0,1685.0,1763.0,1191.0,1156.0,818.8
"EV, млрд руб",Татнефть,,,,,,,,,0.0,0.0,324.0,350.1,475.0,490.1,459.4,711.8,942.0,1101.0,1634.0,1780.0,1175.0,1032.0,626.9
"Баланс стоимость, млрд руб",Татнефть,,,,,,,,,0.0,0.0,0.0,0.0,0.0,481.4,556.0,545.3,708.9,718.7,771.3,745.5,827.7,938.4,1035.0
"EPS, руб",Татнефть,,,,,,,,,0.0,0.0,0.0,0.0,0.0,35.9,42.8,45.3,49.3,56.5,97.2,88.2,47.5,91.1,112.7
"FCF/акцию, руб",Татнефть,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,33.9,21.8,21.0,48.3,67.8,70.1,43.9,68.1,94.1
"BV/акцию, руб",Татнефть,,,,,,,,,0.0,0.0,0.0,0.0,0.0,221.0,255.2,250.3,325.4,329.9,354.0,342.2,379.9,430.7,475.2
"Рентаб EBITDA, %",Татнефть,,,,,,,,,,,,,,0.272,0.268,0.282,0.28600000000000003,0.272,0.32299999999999995,0.312,0.226,0.23199999999999998,0.102
"Чистая рентаб, %",Татнефть,,,,,,,,,,,,,,0.172,0.196,0.179,0.185,0.18100000000000002,0.233,0.20600000000000002,0.13,0.157,0.165
"Доходность FCF, %",Татнефть,,,,,,,,,,,0.0,0.0,0.0,0.0,0.163,0.069,0.049,0.10099999999999999,0.092,0.092,0.085,0.136,0.267
"ROE, %",Татнефть,,,,,,,,,,,,,,0.163,0.168,0.18100000000000002,0.151,0.171,0.275,0.258,0.125,0.21100000000000002,0.237
"ROA, %",Татнефть,,,,,,,,,,,,,,,0.127,0.124,0.098,0.111,0.17600000000000002,0.155,0.08199999999999999,0.132,0.15
P/E,Татнефть,,,,,,,,,,,,,,6.01,5.06,7.3,8.99,8.91,7.95,9.17,11.5,5.83,3.34
P/S,Татнефть,,,,,,,,,,,,,,1.03,0.99,1.3,1.66,1.61,1.85,1.89,1.5,0.91,0.55
P/BV,Татнефть,,,,,,,,,,,,,,0.98,0.85,1.32,1.36,1.53,2.18,2.37,1.44,1.23,0.79
EV/EBITDA,Татнефть,,,,,,,,,,,,,,3.96,3.6,4.57,5.69,5.94,5.56,6.12,6.53,3.52,4.13
Долг/EBITDA,Татнефть,,,,,,,,,,,,,,0.16,-0.1,-0.05,-0.14,0.02,-0.17,0.06,-0.09,-0.42,-1.26
"Персонал, чел",Татнефть,,,,,,,,,,,,,,,,73000.0,73000.0,54000.0,48078.0,,60000.0,,
"Производительность труда, млн руб/чел/год",Татнефть,,,,,,,,,,,,,,,,7.57,7.95,12.6,18.9,,13.3,,
"Расходы/чел/год, тыс.р",Татнефть,,,,,,,,,,,,,,,,748.4,566.0,772.8,1080.0,,1011.0,,
"R&D/CAPEX, %",Татнефть,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CAPEX/Выручка, %",Татнефть,,,,,,,,,,,,,,0.0,0.13,0.17,0.16,0.12,0.11,0.1,0.13,0.09,0.1
Дата отчета,Таттелеком,,,,,,,,,,,,,,10.07.2018,10.07.2018,10.07.2018,28.04.2018,28.04.2018,29.04.2019,10.04.2020,16.04.2021,29.04.2022,
Валюта отчета,Таттелеком,,,,,,,,,,,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,
"Выручка, млрд руб",Таттелеком,,,,,,,,,,,,,,7.17,7.46,7.9,8.21,8.57,9.2,9.55,9.8,9.94,
"Операционная прибыль, млрд руб",Таттелеком,,,,,,,,,,,,,,,,,,0.607,0.86,1.27,2.42,2.97,
"EBITDA, млрд руб",Таттелеком,,,,,,,,,,,,,,2.49,0.362,2.24,2.51,2.38,2.54,2.91,3.93,4.3,
"Чистая прибыль, млрд руб",Таттелеком,,,,,,,,,,,,,,0.596,-1.99,-0.262,0.155,0.205,0.402,0.81,1.86,2.49,
"Операционный денежный поток, млрд руб",Таттелеком,,,,,,,,,,,,,,,,,,1.83,2.1,2.82,3.62,4.22,
"CAPEX, млрд руб",Таттелеком,,,,,,,,,,,,,,,,,1.56,0.964,1.24,1.1,0.91,0.97,
"FCF, млрд руб",Таттелеком,,,,,,,,,,,,,,,,,,0.6,0.9,1.61,2.64,3.3,
"Див.выплата, млрд руб",Таттелеком,,,,,,,,,,,,,,,,,0.19,0.4,0.403,0.421,0.82,0.893,
"Дивиденд, руб/акцию",Таттелеком,,,,,,,,,,,0.00944,0.01016,0.0106,0.0107,0.005,0.01136,0.0091,0.019222,0.01932,0.02021,0.0393,0.04285,
"Див доход, ао, %",Таттелеком,,,,,,,,,,,,,,,,0.081,0.061,0.133,0.111,0.08800000000000001,0.094,0.07400000000000001,
"Дивиденды/прибыль, %",Таттелеком,,,,,,,,,,,,,,0.0,0.0,0.0,1.23,1.95,1.0,0.52,0.44,0.36,
"Опер. расходы, млрд руб",Таттелеком,,,,,,,,,,,,,,6.24,6.75,7.13,7.49,7.96,8.34,8.29,7.38,6.97,
"Расх на персонал, млрд руб",Таттелеком,,,,,,,,,,,,,,,,,2.65,2.81,2.86,2.9,2.84,2.87,
"Процентные расходы, млрд руб",Таттелеком,,,,,,,,,,,,,,,,,0.347,0.323,0.242,0.209,0.107,0.0,
"Активы, млрд руб",Таттелеком,,,,,,,,,,,,,,,,,,,,12.8,12.1,14.5,
"Чистые активы, млрд руб",Таттелеком,,,,,,,,,,,,,,8.35,6.17,5.59,5.93,5.92,5.92,6.3,7.76,9.44,
"Долг, млрд руб",Таттелеком,,,,,,,,,,,,,,2.19,3.07,2.92,3.21,3.18,2.91,2.23,0.0,0.0,
"Наличность, млрд руб",Таттелеком,,,,,,,,,,,,,,0.32,0.644,0.135,0.183,0.407,0.332,1.02,1.17,2.29,
"Чистый долг, млрд руб",Таттелеком,,,,,,,,,,,0.0,0.0,0.0,1.87,2.43,2.79,3.03,2.77,2.58,1.22,-1.17,-2.29,
"Цена акции ао, руб",Таттелеком,,,,,,,,,,,,,,,,0.14,0.15,0.144,0.174,0.23,0.419,0.579,
"Число акций ао, млн",Таттелеком,,,,,,,,,,,20844.0,20844.0,20844.0,20844.0,20844.0,20844.0,20844.0,20844.0,20844.0,20844.0,20844.0,20844.0,
"Капитализация, млрд руб",Таттелеком,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,2.92,3.13,3.0,3.63,4.79,8.72,12.1,
"EV, млрд руб",Таттелеком,,,,,,,,,,,0.0,0.0,0.0,1.87,2.43,5.7,6.15,5.77,6.21,6.01,7.55,9.78,
"Баланс стоимость, млрд руб",Таттелеком,,,,,,,,,,,0.0,0.0,0.0,8.35,6.17,5.59,5.03,4.85,4.99,5.51,7.07,8.9,
"EPS, руб",Таттелеком,,,,,,,,,,,0.0,0.0,0.0,0.03,-0.1,-0.01,0.01,0.01,0.02,0.04,0.09,0.12,
"FCF/акцию, руб",Таттелеком,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.08,0.13,0.16,
"BV/акцию, руб",Таттелеком,,,,,,,,,,,0.0,0.0,0.0,0.4,0.3,0.27,0.24,0.23,0.24,0.26,0.34,0.43,
"Рентаб EBITDA, %",Таттелеком,,,,,,,,,,,,,,0.348,0.048,0.28300000000000003,0.306,0.278,0.276,0.304,0.401,0.433,
"Чистая рентаб, %",Таттелеком,,,,,,,,,,,,,,0.083,-0.266,-0.033,0.019,0.024,0.044000000000000004,0.085,0.19,0.251,
"Доходность FCF, %",Таттелеком,,,,,,,,,,,,,,,,0.0,0.0,0.2,0.248,0.336,0.303,0.273,
"ROE, %",Таттелеком,,,,,,,,,,,,,,0.071,-0.322,-0.047,0.026000000000000002,0.035,0.068,0.129,0.24,0.264,
"ROA, %",Таттелеком,,,,,,,,,,,,,,,,,,,,0.063,0.154,0.172,
P/E,Таттелеком,,,,,,,,,,,,,,0.0,0.0,-11.1,20.2,14.6,9.03,5.92,4.69,4.85,
P/S,Таттелеком,,,,,,,,,,,,,,0.0,0.0,0.37,0.38,0.35,0.39,0.5,0.89,1.21,
P/BV,Таттелеком,,,,,,,,,,,,,,0.0,0.0,0.52,0.62,0.62,0.73,0.87,1.23,1.36,
EV/EBITDA,Таттелеком,,,,,,,,,,,,,,0.75,6.7,2.55,2.45,2.42,2.45,2.07,1.92,2.27,
Долг/EBITDA,Таттелеком,,,,,,,,,,,,,,0.75,6.7,1.24,1.2,1.16,1.02,0.42,-0.3,-0.53,
"R&D/CAPEX, %",Таттелеком,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
"CAPEX/Выручка, %",Таттелеком,,,,,,,,,,,,,,0.0,0.0,0.0,0.19,0.11,0.13,0.12,0.09,0.1,
Дата отчета,ТГК-1,,,,,,,,,01.09.2022,01.09.2022,01.09.2022,01.09.2022,01.09.2022,01.07.2018,01.07.2018,02.05.2018,01.07.2017,04.05.2018,14.03.2019,12.03.2020,11.03.2021,11.03.2022,16.05.2022
Валюта отчета,ТГК-1,,,,,,,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB
"Установленная мощность, ГВт",ТГК-1,,,,,,,,,6.28,6.35,6.28,6.84,6.87,7.24,7.16,7.06,6.85,6.95,6.95,6.92,6.93,6.89,6.9
"Установл. тепл. мощность, Гкал/ч",ТГК-1,,,,,,,,,15.0,15.0,14368.0,14616.0,14497.0,14234.0,14152.0,14142.0,14298.0,13646.0,13745.0,13485.0,13481.0,13521.0,13481.0
"Выработка электроэнергии, ТВт*ч",ТГК-1,,,,,,,,,26.9,26.8,27.2,28.4,30.4,29.3,26.4,25.8,27.7,29.5,29.3,28.3,27.9,30.1,30.0
"Ср. цена реализации э/э, руб/кВт*ч",ТГК-1,,,,,,,,,,,,,,,,940.3,940.5,957.7,1034.0,1085.0,946.2,1208.0,
"Отпуск э/э потребителям из сети, млрд кВт*ч",ТГК-1,,,,,,,,,28.2,30.7,32.0,33.0,35.0,33.7,29.5,29.0,30.6,32.6,32.6,31.0,30.3,33.5,9.0
"Отпуск тепл.энергии, млн Гкал",ТГК-1,,,,,,,,,25.3,25.7,28.0,26.3,26.7,25.7,24.5,23.5,25.0,24.9,25.3,24.5,23.4,26.0,25.8
"Реализация мощности, ГВт",ТГК-1,,,,,,,,,,,,,,,,3.49,5.39,5.42,5.5,5.39,5.37,5.48,22.3
"КИУМ, %",ТГК-1,,,,,,,,,0.489,0.485,0.493,0.48100000000000004,0.496,0.461,0.41700000000000004,0.415,0.457,0.485,0.48200000000000004,0.466,0.45899999999999996,0.499,
"Выручка, млрд руб",ТГК-1,,,,,,,,,33.6,41.4,50.5,60.3,62.2,69.9,69.0,69.4,78.9,89.4,92.5,97.3,88.9,102.3,106.2
"Операционная прибыль, млрд руб",ТГК-1,,,,,,,,,,,8.38,7.02,9.88,9.89,6.5,10.0,8.6,12.0,12.9,12.2,10.8,9.51,11.7
"EBITDA, млрд руб",ТГК-1,,,,,,,,,,,11.8,11.8,15.5,16.3,13.2,17.2,16.3,20.4,20.9,22.5,21.9,21.2,23.8
"Чистая прибыль, млрд руб",ТГК-1,,,,,,,,,1.1,8.5,6.5,3.9,6.26,6.77,3.98,5.92,5.45,7.48,10.3,7.99,8.25,7.11,8.98
"Операционный денежный поток, млрд руб",ТГК-1,,,,,,,,,,,,,,,,,14.2,17.2,18.3,22.2,21.3,17.9,18.1
"CAPEX, млрд руб",ТГК-1,,,,,,,,,,,,,,,8.28,9.63,9.22,9.52,11.4,13.6,13.9,17.1,17.4
"FCF, млрд руб",ТГК-1,,,,,,,,,,,,,,,,,5.2,,7.2,7.1,5.88,-0.767,-0.833
"Див.выплата, млрд руб",ТГК-1,,,,,,,0.302,0.083,0.0,0.168,0.18,0.188,0.47,0.644,0.869,0.936,1.33,1.89,2.49,4.0,4.13,0.0,
"Дивиденд, руб/акцию",ТГК-1,,,,,,,0.000103369,2.839307e-05,0.0,4.36687e-05,4.6791e-05,4.8741e-05,0.000121805,0.000166988,0.000225403,0.000243004,0.000345336,0.0004898,0.00064,0.001,0.001,0.0,
"Див доход, ао, %",ТГК-1,,,,,,,,0.001,0.0,0.003,0.002,0.005,0.018000000000000002,0.025,0.05,0.057999999999999996,0.023,0.040999999999999995,0.08,0.078,0.08900000000000001,0.0,0.0
"Дивиденды/прибыль, %",ТГК-1,,,,,,,,,0.0,0.02,0.03,0.05,0.08,0.1,0.22,0.16,0.24,0.25,0.24,0.5,0.5,0.0,0.0
"Опер. расходы, млрд руб",ТГК-1,,,,,,,,,,,42.1,53.2,52.3,60.0,60.7,61.0,70.3,75.4,77.4,85.6,76.9,93.0,95.0
"Расх на персонал, млрд руб",ТГК-1,,,,,,,,,,,,,,,,0.349,5.15,5.4,8.07,9.07,9.93,10.2,10.4
"Процентные расходы, млрд руб",ТГК-1,,,,,,,,,,,,,,,2.63,2.55,2.39,1.79,1.02,1.68,1.17,1.22,1.62
"Активы, млрд руб",ТГК-1,,,,,,,,,,,,,,,,154.9,159.8,163.8,167.9,182.5,190.8,194.7,197.6
"Чистые активы, млрд руб",ТГК-1,,,,,,,,,,,,,,88.8,92.1,97.2,101.7,107.8,115.9,122.8,128.3,132.0,138.3
"Долг, млрд руб",ТГК-1,,,,,,,,,,,,,,32.7,40.2,29.8,27.2,24.7,19.1,17.3,17.3,17.3,15.8
"Наличность, млрд руб",ТГК-1,,,,,,,,,,,,,,0.243,2.27,1.7,3.36,6.98,6.87,0.881,1.04,2.65,3.87
"Чистый долг, млрд руб",ТГК-1,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,37.9,28.1,23.8,17.7,12.2,16.4,16.2,14.6,12.0
"Цена акции ао, руб",ТГК-1,,,,,,,,0.032,0.003,0.017,0.022,0.009,0.007,0.007,0.005,0.004,0.015,0.012,0.008,0.013,0.011,0.01,0.007
"Число акций ао, млн",ТГК-1,,,,,,,,3850959.0,3854341.0,3854341.0,3854341.0,3854341.0,3854341.0,3854341.0,3854341.0,3854341.0,3854341.0,3854341.0,3854341.0,3854341.0,3854341.0,3854341.0,3854341.0
"Free Float, %",ТГК-1,,,,,,,,,,,,,,,,0.188,0.188,0.188,0.188,0.19,0.188,,
"Капитализация, млрд руб",ТГК-1,,,,,,,0.0,123.2,10.4,63.6,82.9,35.8,26.5,25.5,17.5,16.1,57.8,46.2,30.8,49.7,43.4,38.3,27.8
"EV, млрд руб",ТГК-1,,,,,,,0.0,123.2,10.4,63.6,82.9,35.8,26.5,58.0,55.4,44.3,81.6,63.9,43.0,66.0,59.6,52.9,39.7
"Баланс стоимость, млрд руб",ТГК-1,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.8,91.6,96.5,100.9,106.4,113.7,119.6,124.4,128.0,134.3
"EPS, руб",ТГК-1,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"FCF/акцию, руб",ТГК-1,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"BV/акцию, руб",ТГК-1,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
"Рентаб EBITDA, %",ТГК-1,,,,,,,,,0.0,0.0,0.233,0.196,0.249,0.233,0.191,0.248,0.20600000000000002,0.22899999999999998,0.226,0.231,0.247,0.207,0.22399999999999998
"Чистая рентаб, %",ТГК-1,,,,,,,,,0.033,0.20600000000000002,0.129,0.065,0.10099999999999999,0.09699999999999999,0.057999999999999996,0.085,0.069,0.084,0.111,0.08199999999999999,0.09300000000000001,0.07,0.085
"Доходность FCF, %",ТГК-1,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.23399999999999999,0.14300000000000002,0.136,-0.02,-0.03
"ROE, %",ТГК-1,,,,,,,,,,,,,,0.076,0.043,0.061,0.054000000000000006,0.069,0.08900000000000001,0.065,0.064,0.054000000000000006,0.065
"ROA, %",ТГК-1,,,,,,,,,,,,,,,,0.038,0.034,0.046,0.061,0.044000000000000004,0.043,0.037000000000000005,0.045
P/E,ТГК-1,,,,,,,,,9.46,7.48,12.7,9.18,4.24,3.76,4.39,2.72,10.6,6.17,2.99,6.22,5.26,5.39,3.09
P/S,ТГК-1,,,,,,,,,0.31,1.54,1.64,0.59,0.43,0.36,0.25,0.23,0.73,0.52,0.33,0.51,0.49,0.37,0.26
P/BV,ТГК-1,,,,,,,,,,,,,,0.29,0.19,0.17,0.57,0.43,0.27,0.42,0.35,0.3,0.21
EV/EBITDA,ТГК-1,,,,,,,,,,,7.04,3.02,1.71,3.56,4.2,2.57,5.01,3.13,2.05,2.94,2.72,2.5,1.67
Долг/EBITDA,ТГК-1,,,,,,,,,,,0.0,0.0,0.0,1.99,2.87,1.64,1.46,0.87,0.58,0.73,0.74,0.69,0.5
"Персонал, чел",ТГК-1,,,,,,,,,,,,,,,6866.0,6509.0,6485.0,6436.0,6492.0,6589.0,6707.0,,
"Производительность труда, млн руб/чел/год",ТГК-1,,,,,,,,,,,,,,,10.0,10.7,12.2,13.9,14.2,14.8,13.3,,
"Расходы/чел/год, тыс.р",ТГК-1,,,,,,,,,,,,,,,0.0,53.6,794.1,839.0,1243.0,1377.0,1481.0,,
"R&D/CAPEX, %",ТГК-1,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Цена/мощность, руб/кВт",ТГК-1,,,,,,,,,1657.0,10020.0,13200.0,5237.0,3860.0,8011.0,7739.0,6270.0,11911.0,9195.0,6185.0,9547.0,8606.0,7680.0,5755.0
"CAPEX/Выручка, %",ТГК-1,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.14,0.12,0.11,0.12,0.14,0.16,0.17,0.16
IR рейтинг,ТГК-1,,,,,,,,,,,,,,,,,,,,,,,4.1
Качество фин.отчетности,ТГК-1,,,,,,,,,,,,,,,,,,,,,,,4.0
Презентации для инвесторов,ТГК-1,,,,,,,,,,,,,,,,,,,,,,,5.0
Присутствие на смартлабе,ТГК-1,,,,,,,,,,,,,,,,,,,,,,,1.0
Годовой отчет,ТГК-1,,,,,,,,,,,,,,,,,,,,,,,5.0
Сайт для инвесторов,ТГК-1,,,,,,,,,,,,,,,,,,,,,,,4.0
Календарь инвесторов,ТГК-1,,,,,,,,,,,,,,,,,,,,,,,5.0
Обратная связь,ТГК-1,,,,,,,,,,,,,,,,,,,,,,,5.0
Дата отчета,Тинькофф Банк,,,,,,,,,,,,,,,16.12.2019,16.12.2019,16.12.2019,25.05.2018,12.03.2019,11.03.2020,11.03.2021,04.03.2022,23.11.2022
Валюта отчета,Тинькофф Банк,,,,,,,,,,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB,RUB
"Чистый операц доход, млрд руб",Тинькофф Банк,,,,,,,,,,,,,,,,37.6,47.6,59.3,76.3,110.0,195.8,273.9,80.4
"Чист. проц. доходы, млрд руб",Тинькофф Банк,,,,,,,,,,,,,,,,24.6,33.6,46.1,60.0,86.8,104.7,132.6,50.2
"Чист. комисс. доход, млрд руб",Тинькофф Банк,,,,,,,,,,,,,,,,2.93,4.62,15.5,15.7,18.6,26.0,47.3,80.5
"Доходы по цб, млрд руб",Тинькофф Банк,,,,,,,,,,,,,,,,,,-0.579,0.001,0.01,-1.1,,
"Чистая прибыль, млрд руб",Тинькофф Банк,,,,,,,,,,,0.3,2.0,3.8,5.8,3.4,1.85,11.0,19.0,27.1,36.1,44.2,63.4,26.7
"Див.выплата, млрд руб",Тинькофф Банк,,,,,,,,,,,,,,,,,4.86,11.5,14.1,5.49,12.9,,
"Дивиденд, руб/акцию",Тинькофф Банк,,,,,,,,,,,,,,,17.13,,24.35,33.38,70.52,27.55,64.7,,
"Див доход, ао, %",Тинькофф Банк,,,,,,,,,,,,,,,,0.0,0.038,0.031,0.065,0.021,0.027000000000000003,0.0,0.0
